id,department,address_type,input_address,fixed_address,address,po_box,city,state,zip_code,geocode_results,latitude,longitude,google_formatted_address
117,Emmet County Sheriff's Office,Street Address,"114 N 6Th St  Estherville, IA 51334","114 N 6Th St Estherville, IA 51334",114 N 6Th St,,Estherville,IA,51334,RANGE_INTERPOLATED,43.4030837,-94.83668639999999,"114 N 6th St, Estherville, IA 51334, USA"
118,Emmetsburg Police Department,Street Address,"1907 11Th St  Emmetsburg, IA 50536","1907 11Th St Emmetsburg, IA 50536",1907 11Th St,,Emmetsburg,IA,50536,RANGE_INTERPOLATED,43.1101382,-94.6747814,"1907 11th St, Emmetsburg, IA 50536, USA"
119,Epworth Police Department,Review Parsed Data,"P.O. Box 266212 NORTH CENTER AVE Epworth, IA 52045","P.O. Box 266212 NORTH CENTER AVE Epworth, IA 52045",NORTH CENTER AVE,P.O. Box 266212,Epworth,IA,52045,GEOMETRIC_CENTER,42.4478626,-90.9318745,"N Center Ave, Epworth, IA 52045, USA"
121,Estherville Police Department,Street Address,"114 N 6Th St  Estherville, IA 51334","114 N 6Th St Estherville, IA 51334",114 N 6Th St,,Estherville,IA,51334,RANGE_INTERPOLATED,43.4030837,-94.83668639999999,"114 N 6th St, Estherville, IA 51334, USA"
122,Evansdale Police Department,Street Address,"123 N Evans Rd  Evansdale, IA 50707","123 N Evans Rd Evansdale, IA 50707",123 N Evans Rd,,Evansdale,IA,50707,ROOFTOP,42.4782799,-92.2885742,"123 N Evans Rd, Evansdale, IA 50707, USA"
123,Exira Police Department,PO Box,"P.O. Box 187  Exira, IA 50076","P.O. Box 187 Exira, IA 50076",,P.O. Box 187,Exira,IA,50076,APPROXIMATE,41.591156,-94.8763141,"Exira, IA 50076, USA"
125,Fairfield Police Department,Street Address,"1200 W Grimes Ave  Fairfield, IA 52556","1200 W Grimes Ave Fairfield, IA 52556",1200 W Grimes Ave,,Fairfield,IA,52556,ROOFTOP,41.0093641,-91.97821019999999,"1200 W Grimes Ave, Fairfield, IA 52556, USA"
127,Farnhamville Police Department,PO Box,"P.O. Box 97315 Garfield Ave Farnhamville, IA 50538","P.O. Box 97315 Garfield Ave Farnhamville, IA 50538",,P.O. Box 97315,Garfield Ave Farnhamville,IA,50538,GEOMETRIC_CENTER,42.274268,-94.403888,"Garfield Ave, Farnhamville, IA 50538, USA"
128,Fayette County Sheriff's Office,Street Address,"220 N Industrial PkwyPO Box 518 West Union, IA 52175","220 N Industrial Pkwy PO Box 518 West Union, IA 52175",220 N Industrial Pkwy,PO Box 518,West Union,IA,52175,ROOFTOP,42.94391479999999,-91.8187024,"220 N Industrial Pkwy, West Union, IA 52175, USA"
129,Fayette Police Department,PO Box,"P.O. Box 28  Fayette, IA 52142","P.O. Box 28 Fayette, IA 52142",,P.O. Box 28,Fayette,IA,52142,APPROXIMATE,42.84192549999999,-91.8021071,"Fayette, IA 52142, USA"
130,Floyd County Sheriff's Office,Street Address,"101 S Main StSte 501 Charles City, IA 50616","101 S Main StSte 501 Charles City, IA 50616",101 S Main StSte 501,,Charles City,IA,50616,ROOFTOP,43.0651219,-92.6814825,"101 S Main St #501, Charles City, IA 50616, USA"
131,Fonda Police Department,Street Address,"104 W 2nd St Box 367  Fonda, IA 50540","104 W 2nd St Box 367 Fonda, IA 50540",104 W 2nd St,Box 367,Fonda,IA,50540,ZIP CODE,42.598351,-94.839981,
132,Forest City Police Department,PO Box,"P.O. Box 373  Forest City, IA 50436","P.O. Box 373 Forest City, IA 50436",,P.O. Box 373,Forest City,IA,50436,APPROXIMATE,43.2624685,-93.6371937,"Forest City, IA 50436, USA"
133,Fort Dodge Police Department,Street Address,"702 1St Ave S  Fort Dodge, IA 50501","702 1St Ave S Fort Dodge, IA 50501",702 1St Ave S,,Fort Dodge,IA,50501,ROOFTOP,42.5042596,-94.188136,"702 1st Ave S, Fort Dodge, IA 50501, USA"
135,Franklin County Sheriff's Office,Street Address,"12 1St Ave NwPO Box 57 Hampton, IA 50441","12 1St Ave Nw PO Box 57 Hampton, IA 50441",12 1St Ave Nw,PO Box 57,Hampton,IA,50441,ROOFTOP,42.7422471,-93.2081001,"12 1st Ave NW, Hampton, IA 50441, USA"
136,Fremont County Sheriff's Office,PO Box,"P.O. Box 359701 Cass St Sidney, IA 51652","P.O. Box 359701 Cass St Sidney, IA 51652",,P.O. Box 359701,Cass St Sidney,IA,51652,GEOMETRIC_CENTER,40.74744829999999,-95.6453988,"Cass St, Sidney, IA 51652, USA"
137,Garnavillo Police Department,PO Box,"P.O. Box 14  Garnavillo, IA 52049","P.O. Box 14 Garnavillo, IA 52049",,P.O. Box 14,Garnavillo,IA,52049,APPROXIMATE,42.8685981,-91.2359644,"Garnavillo, IA 52049, USA"
138,Garner Police Department,Street Address,"135 W 5Th St  Garner, IA 50438","135 W 5Th St Garner, IA 50438",135 W 5Th St,,Garner,IA,50438,RANGE_INTERPOLATED,43.1005155,-93.60255330000001,"135 W 5th St, Garner, IA 50438, USA"
140,Glenwood Police Department,Street Address,"209 Sharp St  Glenwood, IA 51534","209 Sharp St Glenwood, IA 51534",209 Sharp St,,Glenwood,IA,51534,RANGE_INTERPOLATED,41.046427,-95.7390171,"209 E Sharp St, Glenwood, IA 51534, USA"
141,Gowrie Police Department,PO Box,"P.O. Box 168  Gowrie, IA 50543","P.O. Box 168 Gowrie, IA 50543",,P.O. Box 168,Gowrie,IA,50543,APPROXIMATE,42.2806289,-94.2907762,"Gowrie, IA 50543, USA"
143,Greene County Sheriff's Office,Street Address,"204 S Chestnut St  Jefferson, IA 50129","204 S Chestnut St Jefferson, IA 50129",204 S Chestnut St,,Jefferson,IA,50129,RANGE_INTERPOLATED,42.0142374,-94.3734235,"204 S Chestnut St, Jefferson, IA 50129, USA"
144,Greene Police Department,PO Box,"P.O. Box 471  Greene, IA 50636","P.O. Box 471 Greene, IA 50636",,P.O. Box 471,Greene,IA,50636,APPROXIMATE,42.8958066,-92.80241579999999,"Greene, IA 50636, USA"
145,Greenfield Police Department,Street Address,"211 1St St  Greenfield, IA 50849","211 1St St Greenfield, IA 50849",211 1St St,,Greenfield,IA,50849,RANGE_INTERPOLATED,41.3061848,-94.4610077,"211 N 1st St, Greenfield, IA 50849, USA"
146,Grinnell Police Department,Street Address,"611 4Th Ave  Grinnell, IA 50112","611 4Th Ave Grinnell, IA 50112",611 4Th Ave,,Grinnell,IA,50112,RANGE_INTERPOLATED,41.7432656,-92.7283633,"611 4th Ave, Grinnell, IA 50112, USA"
147,Grundy Center Police Department,Street Address,"703 F Ave Ste 2  Grundy Center, IA 50638","703 F Ave Ste 2 Grundy Center, IA 50638",703 F Ave Ste 2,,Grundy Center,IA,50638,ROOFTOP,42.3624924,-92.7726862,"703 F Ave #2, Grundy Center, IA 50638, USA"
148,Grundy County Sheriff's Office,Street Address,"705 8Th St  Grundy Center, IA 50638","705 8Th St Grundy Center, IA 50638",705 8Th St,,Grundy Center,IA,50638,RANGE_INTERPOLATED,42.3614589,-92.7739861,"705 8th St, Grundy Center, IA 50638, USA"
150,Guthrie County Sheriff's Office,Street Address,"200 N 5Th St  Guthrie Center, IA 50115","200 N 5Th St Guthrie Center, IA 50115",200 N 5Th St,,Guthrie Center,IA,50115,ROOFTOP,41.6785801,-94.5018075,"200 N 5th St, Guthrie Center, IA 50115, USA"
151,Guttenberg Police Department,PO Box,"P.O. Box 580  Guttenberg, IA 52052","P.O. Box 580 Guttenberg, IA 52052",,P.O. Box 580,Guttenberg,IA,52052,APPROXIMATE,42.7899897,-91.1029068,"Guttenberg, IA 52052, USA"
152,Hamburg Police Department,PO Box,"P.O. Box 106  Hamburg, IA 51640","P.O. Box 106 Hamburg, IA 51640",,P.O. Box 106,Hamburg,IA,51640,APPROXIMATE,40.6044458,-95.65777109999999,"Hamburg, IA 51640, USA"
153,Hamilton County Sheriff's Office,PO Box,"P.O. Box 444  Webster City, IA 50595","P.O. Box 444 Webster City, IA 50595",,P.O. Box 444,Webster City,IA,50595,APPROXIMATE,42.4694321,-93.8159149,"Webster City, IA 50595, USA"
154,Hampton Police Department,Street Address,"17 2Nd St Nw  Hampton, IA 50441","17 2Nd St Nw Hampton, IA 50441",17 2Nd St Nw,,Hampton,IA,50441,RANGE_INTERPOLATED,42.7419155,-93.2099339,"17 2nd St NW, Hampton, IA 50441, USA"
155,Hancock County Sheriff's Office,Street Address,"875 State StPO Box 70 Garner, IA 50438","875 State St PO Box 70 Garner, IA 50438",875 State St,PO Box 70,Garner,IA,50438,RANGE_INTERPOLATED,43.097082,-93.6021306,"875 State St, Garner, IA 50438, USA"
156,Hardin County Sheriff's Office,Street Address,"1116 14Th Ave  Eldora, IA 50627","1116 14Th Ave Eldora, IA 50627",1116 14Th Ave,,Eldora,IA,50627,ROOFTOP,42.3601128,-93.09757019999999,"1116 14th Ave, Eldora, IA 50627, USA"
157,Harlan Police Department,PO Box,"P.O. Box 650  Harlan, IA 51537","P.O. Box 650 Harlan, IA 51537",,P.O. Box 650,Harlan,IA,51537,APPROXIMATE,41.653044,-95.32555409999999,"Harlan, IA 51537, USA"
158,Harrison County Sheriff's Office,Street Address,"111 S 1St Ave  Logan, IA 51546","111 S 1St Ave Logan, IA 51546",111 S 1St Ave,,Logan,IA,51546,ROOFTOP,41.6423316,-95.7901437,"111 S 1st Ave, Logan, IA 51546, USA"
159,Hartley Police Department,Street Address,"11 S Central Ave  Hartley, IA 51346","11 S Central Ave Hartley, IA 51346",11 S Central Ave,,Hartley,IA,51346,RANGE_INTERPOLATED,43.1810632,-95.4770478,"11 S Central Ave, Hartley, IA 51346, USA"
160,Hawarden Police Department,Street Address,"1150 Central Ave.  Hawarden, IA 51023","1150 Central Ave. Hawarden, IA 51023",1150 Central Ave.,,Hawarden,IA,51023,ROOFTOP,42.9994494,-96.4848722,"1150 Central Ave, Hawarden, IA 51023, USA"
161,Henry County Sheriff's Office,Street Address,"106 E Clay StPO Box 216 Mount Pleasant, IA 52641","106 E Clay St PO Box 216 Mount Pleasant, IA 52641",106 E Clay St,PO Box 216,Mount Pleasant,IA,52641,RANGE_INTERPOLATED,40.96441979999999,-91.5534421,"106 E Clay St, Mt Pleasant, IA 52641, USA"
162,Hiawatha Police Department,Street Address,"101 Emmons St.  Hiawatha, IA 52233","101 Emmons St. Hiawatha, IA 52233",101 Emmons St.,,Hiawatha,IA,52233,ROOFTOP,42.03846000000001,-91.6752564,"101 Emmons St, Hiawatha, IA 52233, USA"
164,Howard County Sheriff's Office,Street Address,"124 S Park Pl  Cresco, IA 52136","124 S Park Pl Cresco, IA 52136",124 S Park Pl,,Cresco,IA,52136,RANGE_INTERPOLATED,43.3732253,-92.1159488,"124 S Park Pl, Cresco, IA 52136, USA"
165,Hudson Police Department,PO Box,"P.O. Box 536  Hudson, IA 50643","P.O. Box 536 Hudson, IA 50643",,P.O. Box 536,Hudson,IA,50643,APPROXIMATE,42.406653,-92.45546709999999,"Hudson, IA, USA"
166,Humboldt County Sheriff's Office,Street Address,"430 Sumner Ave  Humboldt, IA 50548","430 Sumner Ave Humboldt, IA 50548",430 Sumner Ave,,Humboldt,IA,50548,RANGE_INTERPOLATED,42.7211528,-94.21344909999999,"430 Sumner Ave, Humboldt, IA 50548, USA"
167,Humboldt Police Department,Street Address,"430 Sumner Ave  Humboldt, IA 50548","430 Sumner Ave Humboldt, IA 50548",430 Sumner Ave,,Humboldt,IA,50548,RANGE_INTERPOLATED,42.7211528,-94.21344909999999,"430 Sumner Ave, Humboldt, IA 50548, USA"
168,Huxley Police Department,Street Address,"515 N Main  Huxley, IA 50124","515 N Main Huxley, IA 50124",515 N Main,,Huxley,IA,50124,ROOFTOP,41.8982388,-93.60733379999999,"515 N Main Ave, Huxley, IA 50124, USA"
169,Ida County Sheriff's Office,Street Address,"401 Moorehead St  Ida Grove, IA 51445","401 Moorehead St Ida Grove, IA 51445",401 Moorehead St,,Ida Grove,IA,51445,ROOFTOP,42.34229819999999,-95.46785589999999,"401 Moorehead St, Ida Grove, IA 51445, USA"
170,Independence Police Department,Street Address,"210 5Th Ave Ne  Independence, IA 50644","210 5Th Ave Ne Independence, IA 50644",210 5Th Ave Ne,,Independence,IA,50644,ROOFTOP,42.4703013,-91.8886088,"210 5th Ave NE, Independence, IA 50644, USA"
171,Indianola Police Department,PO Box,"P.O. Box 299  Indianola, IA 50125","P.O. Box 299 Indianola, IA 50125",,P.O. Box 299,Indianola,IA,50125,APPROXIMATE,41.3580484,-93.5574376,"Indianola, IA 50125, USA"
172,Iowa City Police Department,Street Address,"410 E Washington  Iowa City, IA 52240","410 E Washington Iowa City, IA 52240",410 E,,Washington Iowa City,IA,52240,ROOFTOP,41.6604909,-91.52949319999999,"410 E Washington St, Iowa City, IA 52240, USA"
173,Iowa County Sheriff's Office,Street Address,"960 Franklyn Ave  Marengo, IA 52301","960 Franklyn Ave Marengo, IA 52301",960 Franklyn Ave,,Marengo,IA,52301,ROOFTOP,41.80104300000001,-92.0711674,"960 Franklyn Ave, Marengo, IA 52301, USA"
178,Iowa Falls Police Department,PO Box,"P.O. Box 698  Iowa Falls, IA 50126","P.O. Box 698 Iowa Falls, IA 50126",,P.O. Box 698,Iowa Falls,IA,50126,APPROXIMATE,42.51988679999999,-93.26457409999999,"Iowa Falls, IA 50126, USA"
180,Jackson County Sheriff's Office,Street Address,"104 S Niagara St  Maquoketa, IA 52060","104 S Niagara St Maquoketa, IA 52060",104 S Niagara St,,Maquoketa,IA,52060,ROOFTOP,42.0688623,-90.6680677,"104 S Niagara St, Maquoketa, IA 52060, USA"
181,Janesville Police Department,PO Box,"P.O. BOX 175  Janesville, IA 50647","P.O. BOX 175 Janesville, IA 50647",,P.O. BOX 175,Janesville,IA,50647,APPROXIMATE,42.6438713,-92.45879699999999,"Janesville, IA 50647, USA"
182,Jasper County Sheriff's Office,Street Address,"2300 Law Center DrPO Box 517 Newton, IA 50208","2300 Law Center Dr PO Box 517 Newton, IA 50208",2300 Law Center Dr,PO Box 517,Newton,IA,50208,ROOFTOP,41.679778,-92.992384,"2300 Law Center Dr, Newton, IA 50208, USA"
183,Jefferson County Sheriff's Office,Street Address,"1200 W Grimes Ave  Fairfield, IA 52556","1200 W Grimes Ave Fairfield, IA 52556",1200 W Grimes Ave,,Fairfield,IA,52556,ROOFTOP,41.0093641,-91.97821019999999,"1200 W Grimes Ave, Fairfield, IA 52556, USA"
185,Jesup Police Department,PO Box,"P.O. Box 592  Jesup, IA 50648","P.O. Box 592 Jesup, IA 50648",,P.O. Box 592,Jesup,IA,50648,APPROXIMATE,42.47554299999999,-92.06378839999999,"Jesup, IA 50648, USA"
187,Johnson County Sheriff's Office,Street Address,"511 S Capitol StPO Box 2540 Iowa City, IA 52240","511 S Capitol St PO Box 2540 Iowa City, IA 52240",511 S Capitol St,PO Box 2540,Iowa City,IA,52240,ROOFTOP,41.6550078,-91.5365343,"511 S Capitol St, Iowa City, IA 52240, USA"
188,Johnston Police Department,PO Box,"P.O. Box 410  Johnston, IA 50131","P.O. Box 410 Johnston, IA 50131",,P.O. Box 410,Johnston,IA,50131,APPROXIMATE,41.6709834,-93.7130493,"Johnston, IA, USA"
190,Kanawha Police Department,Street Address,"121 N Main St  Kanawha, IA 50447","121 N Main St Kanawha, IA 50447",121 N Main St,,Kanawha,IA,50447,ROOFTOP,42.9350788,-93.7928403,"121 N Main St, Kanawha, IA 50447, USA"
191,Kellogg Police Department,PO Box,"P.O. Box 45  Kellogg, IA 50135","P.O. Box 45 Kellogg, IA 50135",,P.O. Box 45,Kellogg,IA,50135,APPROXIMATE,41.7180533,-92.9077629,"Kellogg, IA 50135, USA"
192,Keokuk County Sheriff's Office,Street Address,"204 S Stone St  Sigourney, IA 52591","204 S Stone St Sigourney, IA 52591",204 S Stone St,,Sigourney,IA,52591,RANGE_INTERPOLATED,41.33272849999999,-92.20779460000001,"204 S Stone St, Sigourney, IA 52591, USA"
193,Keokuk Police Department,PO Box,"P.O. Box 1147  Keokuk, IA 52632","P.O. Box 1147 Keokuk, IA 52632",,P.O. Box 1147,Keokuk,IA,52632,APPROXIMATE,40.4044731,-91.3963966,"Keokuk, IA 52632, USA"
194,Keota Police Department,PO Box,"P.O. Box 77  Keota, IA 52248","P.O. Box 77 Keota, IA 52248",,P.O. Box 77,Keota,IA,52248,APPROXIMATE,41.3639015,-91.9537859,"Keota, IA 52248, USA"
195,Kingsley Police Department,Street Address,"221 Main  Kingsley, IA 51028","221 Main Kingsley, IA 51028",221 Main,,Kingsley,IA,51028,RANGE_INTERPOLATED,42.5886368,-95.96727159999999,"221 Main St, Kingsley, IA 51028, USA"
196,Knoxville Police Department,Street Address,"305 S 3Rd  Knoxville, IA 50138","305 S 3Rd Knoxville, IA 50138",305 S 3Rd,,Knoxville,IA,50138,ROOFTOP,41.3167515,-93.0961804,"305 S 3rd St, Knoxville, IA 50138, USA"
197,Kossuth County Sheriff's Office,Street Address,"121 W State St  Algona, IA 50511","121 W State St Algona, IA 50511",121 W State St,,Algona,IA,50511,RANGE_INTERPOLATED,43.0688645,-94.23818800000001,"121 W State St, Algona, IA 50511, USA"
199,Lake City Police Department,Street Address,"105 N Center  Lake City, IA 51449","105 N Center Lake City, IA 51449",105 N Center,,Lake City,IA,51449,ROOFTOP,42.267657,-94.734162,"105 N Center St, Lake City, IA 51449, USA"
200,Lake Mills Police Department,PO Box,"Po, Box 212  Lake Mills, IA 50450","Po, Box 212 Lake Mills, IA 50450",,"Po, Box 212",Lake Mills,IA,50450,ZIP CODE,43.421179,-93.522397,
201,Lake Park Police Department,PO Box,"P.O. Box 536  Lake Park, IA 51347","P.O. Box 536 Lake Park, IA 51347",,P.O. Box 536,Lake Park,IA,51347,APPROXIMATE,43.4532977,-95.32250040000001,"Lake Park, IA 51347, USA"
202,Lake View Police Department,PO Box,"P.O. Box 18  Lake View, IA 51450","P.O. Box 18 Lake View, IA 51450",,P.O. Box 18,Lake View,IA,51450,APPROXIMATE,42.3116499,-95.05332399999999,"Lake View, IA 51450, USA"
203,Lamoni Police Department,Street Address,"135 S Linden St  Lamoni, IA 50140","135 S Linden St Lamoni, IA 50140",135 S Linden St,,Lamoni,IA,50140,RANGE_INTERPOLATED,40.6230466,-93.9333071,"135 S Linden St, Lamoni, IA 50140, USA"
204,Lansing Police Department,PO Box,"P.O. BOX 470  Lansing, IA 52151","P.O. BOX 470 Lansing, IA 52151",,P.O. BOX 470,Lansing,IA,52151,APPROXIMATE,43.3609053,-91.218768,"Lansing, IA 52151, USA"
205,Laurens Police Department,Street Address,"272 N 3Rd St  Laurens, IA 50554","272 N 3Rd St Laurens, IA 50554",272 N 3Rd St,,Laurens,IA,50554,ROOFTOP,42.849709,-94.851219,"272 N 3rd St, Laurens, IA 50554, USA"
208,Lee County Sheriff's Office,Street Address,"2530 255Th St  Montrose, IA 52639","2530 255Th St Montrose, IA 52639",2530 255Th St,,Montrose,IA,52639,ROOFTOP,40.5926495,-91.4258088,"2530 255th St, Montrose, IA 52639, USA"
209,Lenox Police Department,Street Address,"200 S Main  Lenox, IA 50851","200 S Main Lenox, IA 50851",200 S Main,,Lenox,IA,50851,RANGE_INTERPOLATED,40.8804525,-94.5590366,"200 S Main St, Lenox, IA 50851, USA"
210,Leon Police Department,PO Box,"P.O. Box 210  Leon, IA 50144","P.O. Box 210 Leon, IA 50144",,P.O. Box 210,Leon,IA,50144,APPROXIMATE,40.739724,-93.7477217,"Leon, IA 50144, USA"
211,Linn County Sheriff's Office,Street Address,"310 2Nd Ave SwPO Box 669 Cedar Rapids, IA 52404","310 2Nd Ave Sw PO Box 669 Cedar Rapids, IA 52404",310 2Nd Ave Sw,PO Box 669,Cedar Rapids,IA,52404,ROOFTOP,41.9749963,-91.6756383,"310 2nd Ave SW, Cedar Rapids, IA 52404, USA"
212,Lisbon Police Department,Street Address,"115 N Washington  Lisbon, IA 52253","115 N Washington Lisbon, IA 52253",115 N Washington,,Lisbon,IA,52253,ROOFTOP,41.9220001,-91.3857116,"115 N Washington St, Lisbon, IA 52253, USA"
213,Logan Police Department,PO Box,"P.O. Box 127  Logan, IA 51546","P.O. Box 127 Logan, IA 51546",,P.O. Box 127,Logan,IA,51546,APPROXIMATE,41.6430472,-95.7891614,"Logan, IA 51546, USA"
214,Louisa County Sheriff's Office,Street Address,"503 Franklin StPO Box 254 Wapello, IA 52653","503 Franklin St PO Box 254 Wapello, IA 52653",503 Franklin St,PO Box 254,Wapello,IA,52653,ROOFTOP,41.1786383,-91.1874921,"503 Franklin St, Wapello, IA 52653, USA"
215,Lucas County Sheriff's Office,Street Address,"1023 Linden AvePO Box 816 Chariton, IA 50049","1023 Linden Ave PO Box 816 Chariton, IA 50049",1023 Linden Ave,PO Box 816,Chariton,IA,50049,ROOFTOP,41.0135933,-93.3093389,"1023 Linden Ave, Chariton, IA 50049, USA"
216,Lyon County Sheriff's Office,Street Address,"402 S Boone St  Rock Rapids, IA 51246","402 S Boone St Rock Rapids, IA 51246",402 S Boone St,,Rock Rapids,IA,51246,RANGE_INTERPOLATED,43.4283619,-96.16945,"402 S Boone St, Rock Rapids, IA 51246, USA"
217,Madison County Sheriff's Office,Review Parsed Data,"P.O. Box 5171012 N John Wayne Dr Winterset, IA 50273","P.O. Box 5171012 N John Wayne Dr Winterset, IA 50273",N John Wayne Dr,P.O. Box 5171012,Winterset,IA,50273,GEOMETRIC_CENTER,41.3619964,-94.01323909999999,"N John Wayne Dr, Winterset, IA 50273, USA"
219,Mahaska County Sheriff's Office,Street Address,"214 High Ave  Oskaloosa, IA 52577","214 High Ave Oskaloosa, IA 52577",214 High Ave,,Oskaloosa,IA,52577,RANGE_INTERPOLATED,41.2953221,-92.6436726,"214 High Ave E, Oskaloosa, IA 52577, USA"
220,Manchester Police Department,Street Address,"208 E Main St  Manchester, IA 52057","208 E Main St Manchester, IA 52057",208 E Main St,,Manchester,IA,52057,RANGE_INTERPOLATED,42.4839791,-91.4564089,"208 E Main St, Manchester, IA 52057, USA"
221,Manilla Police Department,Review Parsed Data,"P.O. Box 398443 Main St Manilla, IA 51454","P.O. Box 398443 Main St Manilla, IA 51454",Main St,P.O. Box 398443,Manilla,IA,51454,GEOMETRIC_CENTER,41.8896931,-95.23080069999999,"Main St, Manilla, IA 51454, USA"
222,Manly Police Department,PO Box,"P.O. Box 516  Manly, IA 50456","P.O. Box 516 Manly, IA 50456",,P.O. Box 516,Manly,IA,50456,APPROXIMATE,43.2907924,-93.2032593,"Manly, IA 50456, USA"
223,Manning Police Department,Street Address,"717 3Rd St  Manning, IA 51455","717 3Rd St Manning, IA 51455",717 3Rd St,,Manning,IA,51455,RANGE_INTERPOLATED,41.9091238,-95.06455679999999,"717 3rd St, Manning, IA 51455, USA"
224,Manson Police Department,Street Address,"1015 13Th St  Manson, IA 50563","1015 13Th St Manson, IA 50563",1015 13Th St,,Manson,IA,50563,RANGE_INTERPOLATED,42.5292146,-94.533126,"1015 13th St, Manson, IA 50563, USA"
225,Mapleton Police Department,Street Address,"513 Main St  Mapleton, IA 51034","513 Main St Mapleton, IA 51034",513 Main St,,Mapleton,IA,51034,ROOFTOP,42.1661673,-95.791299,"513 Main St, Mapleton, IA 51034, USA"
226,Maquoketa Police Department,Street Address,"102 S Niagara  Maquoketa, IA 52060","102 S Niagara Maquoketa, IA 52060",102 S Niagara,,Maquoketa,IA,52060,ROOFTOP,42.0690638,-90.66796620000001,"102 S Niagara St, Maquoketa, IA 52060, USA"
